output: Running command: ./powchain optchain --p2p 0.0.0.0:6042 --api 0.0.0.0:7149 -c 3.112.191.251:6042 -c 52.68.182.110:6042 -c 18.183.184.1:6042 -c 13.230.5.8:6042 -c 18.169.0.178:6042 -c 44.192.106.107:6042 -c 3.239.250.245:6042 -c 15.228.186.24:6042 -c 13.41.72.11:6042 -c 44.193.214.157:6042 -c 3.239.180.58:6042 -c 44.215.71.63:6042 -c 3.92.42.43:6042 -c 18.230.71.71:6042 -c 13.42.105.191:6042 -c 18.231.226.4:6042 -c 54.94.88.106:6042 -c 3.8.56.49:6042 -c 18.228.188.21:6042 -c 98.92.38.242:6042 -c 56.124.102.44:6042 -c 13.42.18.211:6042 -c 18.130.248.20:6042 -c 56.125.166.111:6042 -c 52.195.208.13:6042 -c 44.212.46.131:6042 -c 54.233.45.141:6042 -c 3.239.20.198:6042 --shardId 1 --nodeId 12 --experNumber 35 --experIter 0 --shardNum 4 --shardSize 16 --blockSize 8192 --symbolSize 64 --propSize 16 --avaiSize 16 --eReq 4 --iReq 4 --k 6 --tDiff 000003ffffffffffffffffffffffffffffffffffffffffffffffffffffffffdc --pDiff 0000003c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3a --aDiff 0000001818181818181818181818181818181818181818181818181818181814 --iDiff 00000001da7801da7801da7801da7801da7801da7801da7801da7801da7801da --oDiff 0000001e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1d
err: [2025-12-26T19:23:06Z INFO  powchain::optchain] configuration: Configuration { tx_diff: 0000..ffdc, prop_diff: 0000..3c3a, avai_diff: 0000..1814, in_avai_diff: 0000..01da, order_diff: 0000..1e1d, block_size: 8192, symbol_size: 64, num_symbol_per_block: 128, prop_size: 16, avai_size: 16, ex_req_num: 4, in_req_num: 4, k: 6, shard_id: 1, node_id: 12, shard_num: 4, shard_size: 16, exper_number: 35, exper_iter: 0 }
[2025-12-26T19:23:09Z INFO  powchain::optchain] Connected to outgoing peer 18.231.226.4:6042
[2025-12-26T19:23:09Z INFO  powchain::optchain::network::server] Establishing connection to peer 54.94.88.106:6042
[2025-12-26T19:23:09Z INFO  powchain::optchain::network::server] Connecting node's shard id: 1
[2025-12-26T19:23:09Z INFO  powchain::optchain] Connected to outgoing peer 54.94.88.106:6042
[2025-12-26T19:23:09Z INFO  powchain::optchain::network::server] Establishing connection to peer 3.8.56.49:6042
[2025-12-26T19:23:09Z INFO  powchain::optchain::network::server] Connecting node's shard id: 1
[2025-12-26T19:23:09Z INFO  powchain::optchain] Connected to outgoing peer 3.8.56.49:6042
[2025-12-26T19:23:09Z INFO  powchain::optchain::network::server] Establishing connection to peer 18.228.188.21:6042
[2025-12-26T19:23:09Z INFO  powchain::optchain::network::server] Connecting node's shard id: 1
[2025-12-26T19:23:09Z INFO  powchain::optchain] Connected to outgoing peer 18.228.188.21:6042
[2025-12-26T19:23:09Z INFO  powchain::optchain::network::server] Establishing connection to peer 98.92.38.242:6042
[2025-12-26T19:23:09Z INFO  powchain::optchain::network::server] Connecting node's shard id: 1
[2025-12-26T19:23:09Z INFO  powchain::optchain] Connected to outgoing peer 98.92.38.242:6042
[2025-12-26T19:23:09Z INFO  powchain::optchain::network::server] Establishing connection to peer 56.124.102.44:6042
[2025-12-26T19:23:10Z INFO  powchain::optchain::network::server] Connecting node's shard id: 1
[2025-12-26T19:23:10Z INFO  powchain::optchain] Connected to outgoing peer 56.124.102.44:6042
[2025-12-26T19:23:10Z INFO  powchain::optchain::network::server] Establishing connection to peer 13.42.18.211:6042
[2025-12-26T19:23:10Z INFO  powchain::optchain::network::server] Connecting node's shard id: 1
[2025-12-26T19:23:10Z INFO  powchain::optchain] Connected to outgoing peer 13.42.18.211:6042
[2025-12-26T19:23:10Z INFO  powchain::optchain::network::server] Establishing connection to peer 18.130.248.20:6042
[2025-12-26T19:23:10Z INFO  powchain::optchain::network::server] Connecting node's shard id: 1
[2025-12-26T19:23:10Z INFO  powchain::optchain] Connected to outgoing peer 18.130.248.20:6042
[2025-12-26T19:23:10Z INFO  powchain::optchain::network::server] Establishing connection to peer 56.125.166.111:6042
[2025-12-26T19:23:10Z INFO  powchain::optchain::network::server] Connecting node's shard id: 1
[2025-12-26T19:23:10Z INFO  powchain::optchain] Connected to outgoing peer 56.125.166.111:6042
[2025-12-26T19:23:10Z INFO  powchain::optchain::network::server] Establishing connection to peer 52.195.208.13:6042
[2025-12-26T19:23:10Z INFO  powchain::optchain::network::server] Connecting node's shard id: 1
[2025-12-26T19:23:10Z INFO  powchain::optchain] Connected to outgoing peer 52.195.208.13:6042
[2025-12-26T19:23:10Z INFO  powchain::optchain::network::server] Establishing connection to peer 44.212.46.131:6042
[2025-12-26T19:23:10Z INFO  powchain::optchain::network::server] Connecting node's shard id: 1
[2025-12-26T19:23:10Z INFO  powchain::optchain] Connected to outgoing peer 44.212.46.131:6042
[2025-12-26T19:23:10Z INFO  powchain::optchain::network::server] Establishing connection to peer 54.233.45.141:6042
[2025-12-26T19:23:11Z INFO  powchain::optchain::network::server] Connecting node's shard id: 1
[2025-12-26T19:23:11Z INFO  powchain::optchain] Connected to outgoing peer 54.233.45.141:6042
[2025-12-26T19:23:11Z INFO  powchain::optchain::network::server] Establishing connection to peer 3.239.20.198:6042
[2025-12-26T19:23:11Z INFO  powchain::optchain::network::server] Connecting node's shard id: 1
[2025-12-26T19:23:11Z INFO  powchain::optchain] Connected to outgoing peer 3.239.20.198:6042
[2025-12-26T19:23:14Z INFO  powchain::optchain::network::server] Incoming peer from 44.203.24.247:53288
[2025-12-26T19:23:14Z INFO  powchain::optchain::network::server] Coming node's shard id: 1
[2025-12-26T19:23:18Z INFO  powchain::optchain::network::server] Incoming peer from 13.42.12.157:48402
[2025-12-26T19:23:18Z INFO  powchain::optchain::network::server] Coming node's shard id: 1
[2025-12-26T19:23:19Z INFO  powchain::optchain::network::server] Incoming peer from 3.112.1.112:58312
[2025-12-26T19:23:19Z INFO  powchain::optchain::network::server] Coming node's shard id: 1
[2025-12-26T19:23:20Z INFO  powchain::optchain::network::server] Incoming peer from 56.124.122.44:45100
[2025-12-26T19:23:20Z INFO  powchain::optchain::network::server] Coming node's shard id: 2
[2025-12-26T19:23:23Z INFO  powchain::optchain::network::server] Incoming peer from 3.231.4.46:38376
[2025-12-26T19:23:23Z INFO  powchain::optchain::network::server] Coming node's shard id: 2
[2025-12-26T19:23:24Z INFO  powchain::optchain::network::server] Incoming peer from 18.130.192.230:33086
[2025-12-26T19:23:24Z INFO  powchain::optchain::network::server] Coming node's shard id: 2
[2025-12-26T19:23:25Z INFO  powchain::optchain::network::server] Incoming peer from 52.195.237.249:55240
[2025-12-26T19:23:25Z INFO  powchain::optchain::network::server] Coming node's shard id: 2
[2025-12-26T19:23:32Z INFO  powchain::optchain::network::server] Incoming peer from 43.207.121.114:43920
[2025-12-26T19:23:32Z INFO  powchain::optchain::network::server] Coming node's shard id: 2
[2025-12-26T19:23:32Z INFO  powchain::optchain::network::server] Incoming peer from 15.228.234.230:33258
[2025-12-26T19:23:32Z INFO  powchain::optchain::network::server] Coming node's shard id: 2
[2025-12-26T19:23:36Z INFO  powchain::optchain::network::server] Incoming peer from 3.112.191.165:45166
[2025-12-26T19:23:36Z INFO  powchain::optchain::network::server] Coming node's shard id: 2
[2025-12-26T19:23:39Z INFO  powchain::optchain::network::server] Incoming peer from 43.207.214.25:59162
[2025-12-26T19:23:39Z INFO  powchain::optchain::network::server] Coming node's shard id: 2
[2025-12-26T19:23:41Z INFO  powchain::optchain::network::server] Incoming peer from 18.228.15.73:59916
[2025-12-26T19:23:41Z INFO  powchain::optchain::network::server] Coming node's shard id: 2
[2025-12-26T19:23:42Z INFO  powchain::optchain::network::server] Incoming peer from 52.195.171.83:48592
[2025-12-26T19:23:42Z INFO  powchain::optchain::network::server] Coming node's shard id: 2
[2025-12-26T19:23:43Z INFO  powchain::optchain::network::server] Incoming peer from 35.176.161.231:43892
[2025-12-26T19:23:43Z INFO  powchain::optchain::network::server] Coming node's shard id: 2
[2025-12-26T19:23:47Z INFO  powchain::optchain::network::server] Incoming peer from 13.40.199.67:46478
[2025-12-26T19:23:47Z INFO  powchain::optchain::network::server] Coming node's shard id: 2
[2025-12-26T19:23:49Z INFO  powchain::optchain::network::server] Incoming peer from 18.176.58.186:34270
[2025-12-26T19:23:49Z INFO  powchain::optchain::network::server] Coming node's shard id: 2
[2025-12-26T19:23:50Z INFO  powchain::optchain::network::server] Incoming peer from 56.124.76.166:60194
[2025-12-26T19:23:50Z INFO  powchain::optchain::network::server] Coming node's shard id: 2
[2025-12-26T19:23:53Z INFO  powchain::optchain::network::server] Incoming peer from 15.228.185.96:39520
[2025-12-26T19:23:53Z INFO  powchain::optchain::network::server] Coming node's shard id: 2
[2025-12-26T19:23:54Z INFO  powchain::optchain::network::server] Incoming peer from 18.168.206.216:36116
[2025-12-26T19:23:54Z INFO  powchain::optchain::network::server] Coming node's shard id: 2
[2025-12-26T19:23:56Z INFO  powchain::optchain::network::server] Incoming peer from 13.41.77.86:46308
[2025-12-26T19:23:56Z INFO  powchain::optchain::network::server] Coming node's shard id: 3
[2025-12-26T19:23:57Z INFO  powchain::optchain::network::server] Incoming peer from 98.92.150.75:55846
[2025-12-26T19:23:57Z INFO  powchain::optchain::network::server] Coming node's shard id: 3
[2025-12-26T19:23:59Z INFO  powchain::optchain::network::server] Incoming peer from 18.228.235.187:48840
[2025-12-26T19:23:59Z INFO  powchain::optchain::network::server] Coming node's shard id: 3
[2025-12-26T19:24:02Z INFO  powchain::optchain::network::server] Incoming peer from 13.42.34.13:58750
[2025-12-26T19:24:02Z INFO  powchain::optchain::network::server] Coming node's shard id: 3
[2025-12-26T19:24:03Z INFO  powchain::optchain::network::server] Incoming peer from 44.201.47.20:53604
[2025-12-26T19:24:03Z INFO  powchain::optchain::network::server] Coming node's shard id: 3
[2025-12-26T19:24:05Z INFO  powchain::optchain::network::server] Incoming peer from 18.228.116.48:41936
[2025-12-26T19:24:05Z INFO  powchain::optchain::network::server] Coming node's shard id: 3
[2025-12-26T19:24:10Z INFO  powchain::optchain::network::server] Incoming peer from 44.197.208.147:49690
[2025-12-26T19:24:10Z INFO  powchain::optchain::network::server] Coming node's shard id: 3
[2025-12-26T19:24:12Z INFO  powchain::optchain::network::server] Incoming peer from 13.231.57.221:53252
[2025-12-26T19:24:12Z INFO  powchain::optchain::network::server] Coming node's shard id: 3
[2025-12-26T19:24:15Z INFO  powchain::optchain::network::server] Incoming peer from 43.207.87.218:55212
[2025-12-26T19:24:15Z INFO  powchain::optchain::network::server] Coming node's shard id: 3
[2025-12-26T19:24:15Z INFO  powchain::optchain::network::server] Incoming peer from 13.42.62.181:43358
[2025-12-26T19:24:15Z INFO  powchain::optchain::network::server] Coming node's shard id: 3
[2025-12-26T19:24:20Z INFO  powchain::optchain::network::server] Incoming peer from 15.228.231.241:38148
[2025-12-26T19:24:20Z INFO  powchain::optchain::network::server] Coming node's shard id: 3
[2025-12-26T19:24:20Z INFO  powchain::optchain::network::server] Incoming peer from 18.183.107.162:35860
[2025-12-26T19:24:20Z INFO  powchain::optchain::network::server] Coming node's shard id: 3
[2025-12-26T19:24:23Z INFO  powchain::optchain::network::server] Incoming peer from 98.86.147.213:33424
[2025-12-26T19:24:23Z INFO  powchain::optchain::network::server] Coming node's shard id: 3
[2025-12-26T19:24:25Z INFO  powchain::optchain::network::server] Incoming peer from 18.130.219.86:53812
[2025-12-26T19:24:25Z INFO  powchain::optchain::network::server] Coming node's shard id: 3
[2025-12-26T19:24:25Z INFO  powchain::optchain::network::server] Incoming peer from 52.196.85.161:57842
[2025-12-26T19:24:25Z INFO  powchain::optchain::network::server] Coming node's shard id: 3
[2025-12-26T19:24:28Z INFO  powchain::optchain::network::server] Incoming peer from 13.40.197.23:52888
[2025-12-26T19:24:28Z INFO  powchain::optchain::network::server] Coming node's shard id: 3
[2025-12-26T19:26:21Z INFO  powchain::optchain::miner] Miner starting in continuous mode with lambda 0
[2025-12-26T19:26:39Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..ac21
[2025-12-26T19:26:39Z INFO  powchain::optchain::network::worker] successfully inserting block: ExHash(0000..ac21)
[2025-12-26T19:26:46Z INFO  powchain::optchain::miner] mine a transaction block 0000..ef2d in shard 1
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Incoming inclusive availability block 0000..5faa
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] successfully inserting block: InHash(0000..5faa)
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Incoming inclusive availability block 0000..5faa
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] successfully inserting block: InHash(0000..5faa)
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Incoming inclusive availability block 0000..5faa
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] successfully inserting block: InHash(0000..5faa)
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] successfully inserting block: InHash(0000..5faa)
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Incoming inclusive availability block 0000..5faa
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Incoming inclusive availability block 0000..5faa
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Incoming inclusive availability block 0000..5faa
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Incoming inclusive availability block 0000..5faa
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Incoming inclusive availability block 0000..5faa
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Incoming inclusive availability block 0000..5faa
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Incoming inclusive availability block 0000..5faa
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Incoming inclusive availability block 0000..5faa
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Incoming inclusive availability block 0000..5faa
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Incoming inclusive availability block 0000..5faa
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Incoming inclusive availability block 0000..5faa
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Incoming inclusive availability block 0000..5faa
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Incoming inclusive availability block 0000..5faa
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Incoming inclusive availability block 0000..5faa
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Reject block 0000..5faa in shard 1: insertion fails: Block already exits
[2025-12-26T19:26:58Z INFO  powchain::optchain::network::worker] Incoming inclusive availability block 0000..5faa
